"tournament_full_name","tournament_name","tournament_year","tournament_split","tournament_region","tournament_url","tournament_day","game_title","game_map","game_timestamp","game_num","game_id"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 3 - Losers Round 1","Game #7","World's Edge","1694198959","7","6daa6b5e893568615e8de7e75f0a7fc9"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 3 - Losers Round 1","Game #8","World's Edge","1694200619","8","1c498c577e3f9f1b34e68a901451520c"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 4 - Winners Round 1","Game #1","Storm Point","1694259460","1","3abbe0e367341fa27a5740d908fe6d07"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 4 - Winners Round 1","Game #2","Storm Point","1694261820","2","840a7099cfda78a08372b0de2e58537d"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 4 - Winners Round 1","Game #3","Storm Point","1694263590","3","b3b4ac63f6a7cf2e46bed86330cdfb5f"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 4 - Winners Round 1","Game #4","Storm Point","1694265711","4","5a4c2613e846bf53f96c8a83476dba22"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 4 - Winners Round 1","Game #5","World's Edge","1694267783","5","18f041bc6ae9bf792965902c8f7b982b"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 4 - Winners Round 1","Game #6","World's Edge","1694269431","6","0d81d8eef2a1dd52f62949426600050b"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 4 - Winners Round 1","Game #7","World's Edge","1694271715","7","fe05f6de6126dd285735009bb2e7cd31"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 4 - Winners Round 1","Game #8","World's Edge","1694274774","8","53a0222da3e050c49960ed88246dec18"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 4 - Losers Round 2","Game #1","World's Edge","1694280065","1","d0b72ea7b5ee62adbc3c92ce8972c441"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 4 - Losers Round 2","Game #2","World's Edge","1694282068","2","7fc0cc4f0287ef141a6757785909206c"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 4 - Losers Round 2","Game #3","World's Edge","1694283809","3","407a6c6e14353b90510139df401dd43c"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 4 - Losers Round 2","Game #4","World's Edge","1694285952","4","f1509c49bfb8a2f2b9bd00aa46c80c28"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 4 - Losers Round 2","Game #6","Storm Point","1694289670","6","61626aaa05f0018e339c3f993b2659e2"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 4 - Losers Round 2","Game #7","Storm Point","1694291584","7","577d076cd187a0ce7074cf47689648b3"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 4 - Losers Round 2","Game #8","Storm Point","1694293452","8","946d26ffef24bf7a178a608d2d0e99dd"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 5 - Finals","Game #1","World's Edge","1694360930","1","36b9c18b84882d87da4a64fa2ad7626d"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 5 - Finals","Game #2","World's Edge","1694362577","2","a9d26c53e2bf1352ac47c788b664e7cc"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 5 - Finals","Game #3","Storm Point","1694364242","3","e7bd2e466b14059b659da61847e4caa2"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 5 - Finals","Game #4","Storm Point","1694366294","4","f54ea71718b328c137229c11bb1a4e90"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 5 - Finals","Game #5","World's Edge","1694367983","5","66fe3fe583b41e941dfcf1592ea8b31f"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 4 - Losers Round 2","Game #5","Storm Point","1694369432","5","1ec393796ae30d7c01c5144eb481e9b0"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 2 - B vs. D","Game #4","World's Edge","1694369561","4","3a674523e8e728664bee63fe4c2a4025"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 5 - Finals","Game #6","World's Edge","1694369713","6","a44476a53709b998913cb83a5fa013b9"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 2 - B vs. C","Game #1","World's Edge","1694369741","1","80fc26b5f0e2a3d542800d89ea903ed9"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 5 - Finals","Game #7","Storm Point","1694371792","7","cf9c96478b211c50f4e19a12654db4b4"
"ALGS Championship - Year 3, Split 2","ALGS Championship","3","2","Global","/algs/Y3-Split2/ALGS-Championships/Global/Overview","Day 5 - Finals","Game #8","Storm Point","1694373528","8","28ff68be12ac6c3f91f0cee967ab65d6"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 1","Game #1","World's Edge","1678577589","1","c4780cebae1cea97a309fbeb1e7727f3"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 1","Game #2","World's Edge","1678579388","2","fd476f7694e7ab68c8d4a41ba156a92e"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 1","Game #3","World's Edge","1678581352","3","138a3d7e2de68a03502e6a8448174c82"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 1","Game #4","Storm Point","1678583499","4","f661cd67ebc849f097deab5ac2291186"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 1","Game #5","Storm Point","1678585520","5","a334d77b9236744ee80a1481360fe1ce"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 1","Game #6","Storm Point","1678587382","6","3ae977f3c3baed8cb098b7c42ea092c6"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 2","Game #1","World's Edge","1678663553","1","bfcec363d04d014ecc50a4f38d991a4e"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 2","Game #2","World's Edge","1678665360","2","fd88b5e61102d98f9568ef9127920adb"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 2","Game #3","World's Edge","1678667226","3","1417099e3d89a43ef09977cc0b5fb4ce"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 2","Game #4","Storm Point","1678669698","4","5a25b4d72e002c97bde38484418cfb06"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 2","Game #5","Storm Point","1678672703","5","ae13793d4d221105b81405fa5407335b"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 2","Game #6","Storm Point","1678674911","6","ef2345c0386d96309c867b2e81813146"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 3","Game #1","World's Edge","1679181991","1","4a0516b7bb9e2283d12f2bbafe21d014"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 3","Game #2","World's Edge","1679183713","2","13e79e0dab170910d8d7870744d3dad8"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 3","Game #3","World's Edge","1679185442","3","69840baa6a1a123279e79f37a3db7f92"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 3","Game #4","Storm Point","1679187618","4","7e6c88972027e250e963e58e164d2c84"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 3","Game #5","Storm Point","1679189365","5","cf5a7ec786aa66d14115cae92497b89e"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 3","Game #6","Storm Point","1679191167","6","1d3174e353e66ca17ee211deaf29dc42"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 4","Game #1","World's Edge","1679268654","1","cd07baa1179b1ed14c3536e6b898f9d0"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 4","Game #2","World's Edge","1679270454","2","b7547dd4667219c4e179f81dec18f61e"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 4","Game #3","World's Edge","1679272067","3","2af3bf6cbd7b1a8355668e158a0b086d"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 4","Game #4","Storm Point","1679275995","4","20cbf4be21aa6393ea62151daa84954f"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 4","Game #5","Storm Point","1679277092","5","874714ae1ca881b2cdd1e624ff414df8"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 4","Game #6","Storm Point","1679278818","6","f1971a653d528cdab4f6f607fbd6e6d0"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 5","Game #1","World's Edge","1679869666","1","6c29273d846ac4d8503602808218c2f3"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 5","Game #2","World's Edge","1679871399","2","2758de935d2d8698e00306faf9e1f48d"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 5","Game #3","World's Edge","1679873451","3","66750e66bf9bd7326bd1bf785288c13d"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 5","Game #4","Storm Point","1679875592","4","2b4ccfe97849c4b14c2c0d3334b40a0c"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 5","Game #5","Storm Point","1679877294","5","7f00c2744a6159dd082ac548e2400894"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 5","Game #6","Storm Point","1679879191","6","1fd84fab162517a8982b722d222d6b35"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 6","Game #1","Storm Point","1681684606","1","a5067dd9eb69394660f80ee97b0e164b"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 6","Game #2","Storm Point","1681686301","2","14b1706126817b92fd2e3ce4638cfa99"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 6","Game #3","Storm Point","1681688112","3","b6fe11560ae32722bf4891d64b350b75"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 6","Game #4","World's Edge","1681690159","4","3621d49075fcd2c88c612620cc3f5297"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 6","Game #5","World's Edge","1681692110","5","5464e08e38207f9e2a832205dea94010"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 6","Game #6","World's Edge","1681693777","6","04c050fee070cf8b9164fd8fb109e23e"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 7","Game #1","Storm Point","1682288815","1","a51e45917596368fd88590394b7e289a"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 7","Game #2","Storm Point","1682290476","2","1446788abdb8ba359869d58dbf9453c9"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 7","Game #3","Storm Point","1682292273","3","109ecd31d5fa1d2a1e2f14ac221a12b8"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 7","Game #5","World's Edge","1682295841","5","7633658bf0bc1a037106cec808a42a04"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 7","Game #6","World's Edge","1682297854","6","80bfb8d66b6d11858568f9353a126c3f"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 8","Game #1","Storm Point","1682807577","1","dc0a7bc50b08bd7f9215e0228545c3a9"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 8","Game #2","Storm Point","1682809745","2","ffc8c6f142351b6a7ac97713590c60ca"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 8","Game #3","Storm Point","1682811639","3","f9ddba31ada6aaf4c87614393034b290"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 8","Game #4","World's Edge","1682813662","4","7d050780dfc09f2fcdfc9f0665203889"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 8","Game #5","World's Edge","1682815671","5","6edfb1b5d82d74ce26084a6dd4a29719"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 8","Game #6","World's Edge","1682817609","6","37d059468e19a2ddc4c86b34de046231"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 9","Game #1","Storm Point","1682893946","1","4390899ac6284d6e36d4ca71b79a99e7"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 9","Game #2","Storm Point","1682895613","2","bd0585f6bb685b3fb428cbcc7c78bb55"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 9","Game #3","Storm Point","1682897235","3","7b53e28fb07265391560ac6af7cf8cb8"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 9","Game #4","World's Edge","1682899397","4","d01178f8bb6c7e727032f0f0d8dcef88"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 9","Game #5","World's Edge","1682901417","5","fcfc58b8039dd773120082cec7c811ff"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Day 9","Game #6","World's Edge","1682903017","6","8e6413c126d2db70aa4b49b1d6698ff7"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Finals","Game #1","Storm Point","1683503074","1","f0d21ebf999b58968c31a08087909e4a"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Finals","Game #2","Storm Point","1683504867","2","19ddbbed685eb1b1df4c67e881e913a2"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Finals","Game #3","World's Edge","1683506778","3","ec504ff1611adbdb6c3305fedbcd2647"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Finals","Game #4","World's Edge","1683508909","4","12d03211d4092a70188b8d666c555ddb"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Finals","Game #5","Storm Point","1683510878","5","3c7a42a3973ebfe5032a5405c05b4b5e"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Finals","Game #6","Storm Point","1683513518","6","dbbf32a8165e69a45714fbc24a5f91b0"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Finals","Game #7","World's Edge","1683515225","7","914b62d951fed96ae4cf95e5d9521c00"
"Pro League - Year 3, Split 2","Pro League","3","2","NA","/algs/Y3-Split2/Pro-League/NA/Overview","Finals","Game #8","World's Edge","1683516849","8","1c2d46862de6bb17f50b6bd654c25f06"
"LCQ - Year 3, Split 2","LCQ","3","2","NA","/algs/Y3-Split2/LCQ/NA/Overview","Day 1 - Finals","Game #1","World's Edge","1690155077","1","db83ef1e4c3c3756c606dbce39d511d6"
"LCQ - Year 3, Split 2","LCQ","3","2","NA","/algs/Y3-Split2/LCQ/NA/Overview","Day 1 - Finals","Game #2","World's Edge","1690157106","2","1b50c87c75ee32d400e72d92876633bb"
"LCQ - Year 3, Split 2","LCQ","3","2","NA","/algs/Y3-Split2/LCQ/NA/Overview","Day 1 - Finals","Game #3","Storm Point","1690178912","3","76c6782bd48a1d7e6317b9b8b530b29b"
"LCQ - Year 3, Split 2","LCQ","3","2","NA","/algs/Y3-Split2/LCQ/NA/Overview","Day 1 - Finals","Game #4","Storm Point","1690178962","4","8707719e842ece84549129a5286211c0"
"LCQ - Year 3, Split 2","LCQ","3","2","NA","/algs/Y3-Split2/LCQ/NA/Overview","Day 1 - Finals","Game #5","World's Edge","1690178991","5","e898ea7ce805bd9f8757ab27de7e64df"
"LCQ - Year 3, Split 2","LCQ","3","2","NA","/algs/Y3-Split2/LCQ/NA/Overview","Day 1 - Finals","Game #6","World's Edge","1690179018","6","1c4120f088e7a720f84bc604e554af15"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 1","Game #1","World's Edge","1678548322","1","bf7da1011e197f944f8b4ceb81297888"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 1","Game #2","World's Edge","1678550011","2","ddf3951a0ca312eb67e5a32b89b7845c"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 1","Game #3","World's Edge","1678551744","3","bdf40fc570ac29eadd3c60fed996d4e9"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 1","Game #4","Storm Point","1678553419","4","564ca1d8c07fa5ae8a193f63d31b478a"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 1","Game #5","Storm Point","1678555121","5","d88cdc0637f0c16e217c80ae2654248f"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 1","Game #6","Storm Point","1678556846","6","60b23d32cd42b4c595623ac8ef467c8b"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 2","Game #1","World's Edge","1679153376","1","431d66b86a449505a8b69274eda03276"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 2","Game #2","World's Edge","1679155101","2","dac856ba99e4554a156eb9d77d831bba"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 2","Game #3","World's Edge","1679156807","3","7a8db4ac8a1939c3790337547402d9ee"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 2","Game #4","Storm Point","1679158887","4","2c400f6dce9166063756079b9bbdd7c5"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 2","Game #5","Storm Point","1679160528","5","a4b705bc8d19c46860d810da4f7eaa4f"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 2","Game #6","Storm Point","1679162300","6","499bac36fccb8cab6dd7b4834e58101a"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 3","Game #1","World's Edge","1679165643","1","d4a767dac9fb3ce5e60d77a2a2d95622"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 3","Game #2","World's Edge","1679167587","2","88919aacf7dc28428537939e45f0bb7b"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 3","Game #3","World's Edge","1679169212","3","6dc06346558a91ece20de2589ad60de9"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 3","Game #4","Storm Point","1679171147","4","82e2d62406ebb919d03fc9fbb573cb5b"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 3","Game #5","Storm Point","1679172853","5","bdf216f8adb92f1926a480aa1bd633b4"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 3","Game #6","Storm Point","1679174824","6","934ef1688b6e6d57b9080ea42004c737"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 4","Game #1","World's Edge","1679757998","1","bf2a0b51d18a6c2d62cd35a447bd23cd"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 4","Game #2","World's Edge","1679759796","2","1ff3790ef5d050befab4cbc2d16981ac"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 4","Game #3","Storm Point","1679763527","3","a7eee0cde342af1509fb43c7ec58d8fb"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 4","Game #4","Storm Point","1679765198","4","8e09b97340f9a62951b71a6d3a7ca7fc"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 4","Game #5","Storm Point","1679766840","5","cf3cfab352f2fae929b36ed99d739537"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 5","Game #1","World's Edge","1679770794","1","d51fd8c859c7c52ae93e27cb4251edbc"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 5","Game #2","World's Edge","1679773065","2","27b037e6f655e2ac6a84073574b8f993"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 5","Game #3","World's Edge","1679775173","3","6e85928d60f614e9d3287287a4c8a527"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 5","Game #4","Storm Point","1679777131","4","64f300f32f4fac354d077f05cbed8d96"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 5","Game #5","Storm Point","1679779276","5","ca0562b8c7dc863bf8d4f4be81b10c52"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 5","Game #6","Storm Point","1679781083","6","7ec86d4ebc40198f67cc523d9997f289"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 6","Game #1","Storm Point","1681572398","1","8a63f466cc741230edea592cbb49b3d9"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 6","Game #2","Storm Point","1681574309","2","c25df3284592dd1b1f9ad8e378e42e54"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 6","Game #3","Storm Point","1681575995","3","ff3c8b2cf3f2fa8c5f4019e0a0e69131"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 6","Game #4","World's Edge","1681577974","4","44725d1f07d8b61f496858a8532b4ded"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 6","Game #5","World's Edge","1681579693","5","7b2fcd77e9e3d8952a4850854b68899f"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 6","Game #6","World's Edge","1681581406","6","ac071a818016d442791e7b5ed7ac47b9"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 7","Game #1","Storm Point","1681585271","1","6d02cb99c7d8e2ba75ad03ca2a64d463"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 7","Game #2","Storm Point","1681587037","2","041f69e7987b367792a90218cdd5ade1"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 7","Game #3","Storm Point","1681588761","3","9e98da3e697c492debb9281765561a68"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 7","Game #4","World's Edge","1681590778","4","28e46e5e5890db3a2b40992d5f4d89e1"
"Pro League - Year 3, Split 2","Pro League","3","2","SA","/algs/Y3-Split2/Pro-League/SA/Overview","Day 7","Game #5","World's Edge","1681592493","5","c2dbd4b2216fbf4a3df5f4cb10df9550"
